1102
9 36
14 23 555
6 22 105
7 13 136
21 24 509
10 22 45
12 16 327
9 15 405
0 20 665
15 16 468
7 14 615
14 21 704
12 23 535
12 17 38
0 3 788
4 24 400
13 18 112
8 18 737
3 26 23
8 17 804
5 12 853
4 13 881
4 27 48
10 23 305
20 27 857
4 26 314
12 15 722
9 10 893
11 13 943
13 15 671
23 26 1
1 27 265
17 24 727
15 25 680
11 11 224
8 25 631
3 23 388
17 21 606
9 20 795
14 22 147
4 8 34
14 16 475
13 17 828
8 23 714
12 25 1000
4 23 501
6 8 510
3 18 817
14 24 765
17 19 337
0 23 683
6 14 415
21 22 478
10 25 857
3 8 634
16 26 628
12 24 814
0 1 773
2 18 172
9 17 411
5 25 574
4 10 523
15 15 27
11 21 672
9 14 539
12 19 482
11 25 975
9 27 995
3 13 620
2 21 429
2 19 205
2 4 271
4 18 861
19 23 658
6 10 584
1 12 202
3 22 683
7 25 593
0 19 767
1 3 204
18 27 623
10 12 582
3 3 933
5 8 754
10 13 130
3 10 508
12 20 941
0 2 703
8 24 876
11 24 832
7 12 132
1 14 969
8 19 461
24 24 228
25 26 176
2 11 588
19 21 116
14 26 747
11 12 448
12 22 304
5 27 385
1 6 262
6 18 941
4 17 125
22 26 28
16 24 628
0 24 693
3 21 677
5 18 156
1 8 84
15 21 687
10 19 832
16 16 192
17 17 554
22 22 430
26 26 568
13 16 669
6 11 491
6 23 497
14 18 129
15 18 275
18 22 35
5 22 351
18 24 824
19 22 319
14 19 540
6 26 282
3 4 158
5 15 302
9 18 817
10 10 569
11 19 249
16 25 917
11 14 901
3 12 59
7 19 641
10 17 785
7 22 4
2 20 90
1 4 345
1 1 437
20 21 764
7 20 960
13 14 544
9 25 984
3 6 47
0 22 447
1 18 492
0 26 739
0 8 481
0 4 422
24 26 481
16 18 500
19 27 45
19 25 14
9 13 348
4 22 330
1 20 521
8 10 383
17 27 253
4 4 127
6 19 270
1 21 946
17 20 288
2 12 154
2 9 480
7 18 241
2 25 484
5 21 148
3 25 680
21 21 974
1 13 316
11 22 841
0 18 295
22 23 603
6 15 293
15 24 845
0 17 653
13 22 28
2 7 826
25 27 412
17 23 459
14 27 970
10 14 95
11 16 526
0 11 982
13 20 504
4 16 505
1 17 836
2 22 271
1 24 345
1 19 518
37 666
12 13 67
14 36 545
8 9 329
5 13 671
5 27 861
17 33 119
11 13 123
21 24 234
5 17 144
15 34 199
9 11 944
3 20 68
5 7 702
8 8 732
12 29 562
11 16 658
29 34 514
4 14 407
5 20 2
4 27 521
11 32 113
5 35 450
0 7 316
20 24 370
17 23 827
10 12 878
28 32 136
9 16 939
1 24 415
1 20 973
2 23 582
11 34 308
2 19 184
31 32 289
11 12 495
17 26 750
19 30 799
16 36 547
8 22 586
24 34 926
4 19 836
4 13 533
1 8 99
10 21 161
6 8 493
19 20 544
2 22 466
15 20 522
7 10 917
16 22 537
19 31 971
24 31 722
23 34 837
14 35 235
8 36 888
24 32 186
28 31 666
3 12 750
12 23 541
13 16 332
15 24 746
13 32 812
14 28 726
8 25 564
3 21 846
19 36 757
16 18 90
25 32 937
25 34 450
36 36 52
15 17 35
22 30 115
8 29 306
0 24 168
33 36 126
9 22 584
3 27 374
8 10 435
18 35 783
0 6 445
2 15 450
20 35 148
2 31 383
23 28 169
15 33 958
22 25 224
14 25 808
2 6 396
3 6 554
35 35 312
9 24 413
14 19 903
15 30 345
21 33 590
1 25 686
17 25 106
7 17 291
14 26 379
8 23 688
18 23 208
14 22 119
18 21 341
24 26 120
6 27 39
23 27 650
8 28 353
3 35 300
1 6 201
20 31 943
22 24 122
4 26 527
2 32 115
12 26 832
23 31 841
13 17 392
16 17 517
23 32 830
5 30 435
13 33 297
3 17 975
11 24 879
9 30 360
13 20 285
12 32 174
0 15 701
3 4 206
19 21 523
20 36 396
10 32 165
5 18 225
6 35 636
17 29 417
17 24 302
7 13 415
5 21 381
19 19 895
7 16 67
24 27 437
11 20 166
2 17 929
23 35 906
5 5 446
14 27 806
2 7 485
13 15 77
14 18 582
30 33 802
16 30 530
1 36 554
4 4 52
33 35 36
0 12 544
26 27 553
4 31 804
10 31 943
4 35 584
10 15 569
0 20 979
10 30 222
14 34 49
10 22 524
33 34 714
10 36 332
7 27 132
5 22 538
10 35 522
6 6 834
18 29 26
6 22 46
10 20 455
2 2 264
7 31 539
5 10 771
1 31 911
19 22 331
5 34 994
21 31 292
34 34 884
3 8 950
1 29 860
27 36 902
25 31 412
16 19 799
16 33 472
31 33 618
9 33 535
16 31 669
10 10 417
11 22 941
4 17 783
17 31 637
32 35 829
17 18 482
19 26 904
5 14 79
1 27 270
5 33 848
2 28 419
0 28 469
1 34 841
2 36 520
9 29 671
6 17 799
4 6 627
17 20 118
5 26 714
1 14 888
0 33 34
9 31 254
4 18 152
10 23 404
21 23 15
13 35 805
2 24 601
12 30 675
23 26 63
3 14 520
19 25 734
20 27 523
13 21 761
20 28 472
6 28 746
7 20 367
2 21 79
4 21 772
10 25 655
2 34 706
9 15 129
12 27 806
7 21 135
11 18 522
13 28 378
2 20 633
13 31 62
2 35 822
0 9 499
15 18 647
6 32 3
30 34 726
23 29 985
4 24 15
1 17 375
2 11 13
4 33 582
27 33 584
8 17 650
3 34 616
3 13 849
6 16 489
20 32 106
0 31 84
19 29 954
1 10 551
9 13 96
26 28 740
23 24 477
25 29 423
19 28 474
3 19 707
4 9 605
9 14 122
6 24 747
11 19 984
8 16 688
28 33 505
27 28 133
22 33 749
15 28 23
22 23 745
12 22 927
11 35 901
2 5 590
19 34 607
2 13 462
1 13 469
6 34 602
9 12 375
4 11 30
8 31 295
26 34 533
25 33 509
6 33 91
22 32 454
14 23 260
5 23 934
12 16 386
3 25 293
9 9 862
25 36 37
2 18 915
0 23 445
0 13 798
6 13 568
13 27 881
0 16 895
0 35 13
25 35 782
17 19 364
12 34 568
23 30 137
7 9 512
26 35 687
3 22 496
1 26 407
19 32 575
7 8 740
6 25 190
0 27 189
18 32 67
22 27 971
11 21 834
22 22 67
8 13 437
24 24 201
18 34 756
1 5 209
11 27 210
16 27 424
8 18 147
5 11 588
5 24 503
30 30 443
0 34 919
3 24 153
24 36 404
16 25 297
21 34 457
7 24 555
1 11 497
34 35 953
16 16 796
28 29 224
27 32 407
21 25 710
17 28 180
13 29 977
14 24 680
1 2 78
4 25 106
7 19 935
14 16 704
25 28 449
4 20 298
5 28 109
27 29 109
5 29 399
26 33 573
30 36 261
7 32 620
6 9 236
3 23 322
5 8 185
29 31 687
16 28 599
12 20 844
7 36 300
8 27 467
30 32 763
16 24 102
0 32 559
18 30 283
4 8 818
17 30 282
8 15 186
13 22 751
9 32 51
18 19 336
18 28 425
26 26 850
11 11 813
6 26 259
2 26 944
34 36 563
0 18 489
3 10 281
20 23 578
1 32 707
6 30 770
14 17 176
2 10 240
15 32 431
23 36 701
10 29 878
0 19 140
6 18 499
20 25 123
7 28 120
11 28 834
16 29 477
1 7 698
7 29 73
32 33 672
2 25 373
13 26 119
13 34 100
3 31 177
23 33 352
8 12 649
8 11 2
10 28 307
20 33 444
14 32 313
8 20 848
2 14 598
21 26 172
10 34 432
19 35 274
27 35 726
13 36 897
0 36 546
26 31 906
6 12 230
11 17 951
25 27 838
18 25 722
11 31 509
24 35 925
7 30 432
7 35 319
12 28 799
21 28 28
17 34 85
11 33 686
18 18 298
15 15 6
10 17 633
0 17 269
7 23 519
26 29 796
3 28 875
14 20 204
24 28 34
3 16 556
7 33 956
17 22 198
10 18 715
12 15 336
7 12 877
12 24 960
0 30 306
2 33 73
9 19 931
20 21 153
1 33 911
14 31 509
8 33 817
13 23 520
3 18 544
3 30 18
4 12 300
13 14 252
16 23 791
1 22 164
18 31 312
0 0 545
17 36 792
20 29 908
30 35 309
14 21 876
31 35 359
17 32 708
8 32 448
26 32 728
12 17 6
11 29 489
9 27 312
32 36 671
16 32 31
28 35 825
1 19 662
15 27 312
30 31 337
18 22 879
2 29 630
3 7 568
12 31 138
15 25 867
16 21 206
19 33 927
6 10 43
24 25 221
15 16 858
4 16 161
9 28 429
25 30 583
7 15 706
13 25 895
0 3 464
1 12 743
20 30 879
15 23 136
6 14 288
15 31 952
3 11 300
29 30 409
7 11 644
9 34 48
15 29 223
9 36 741
9 10 545
10 11 741
1 23 568
0 21 347
3 15 112
27 34 827
24 29 750
15 22 357
32 34 316
7 25 235
17 27 537
7 26 957
2 4 975
12 35 384
21 36 916
20 20 848
18 36 799
1 28 413
9 25 279
21 30 749
12 14 200
1 4 731
27 27 538
12 36 338
15 21 98
26 30 820
8 35 566
16 35 869
28 36 131
1 9 89
21 32 377
3 26 209
29 29 228
17 21 893
4 32 732
4 15 600
11 25 569
4 36 231
17 17 121
24 33 310
6 15 844
1 15 556
1 3 256
3 9 301
11 36 677
32 32 136
7 34 29
35 36 931
14 30 317
0 29 466
21 35 817
0 2 330
0 4 748
29 35 842
10 16 185
25 26 438
13 24 632
8 30 789
29 32 770
13 30 977
10 27 182
21 22 554
0 25 809
22 31 818
21 27 307
2 3 525
15 35 700
33 33 859
9 26 470
23 25 667
6 7 203
8 19 682
10 33 153
6 11 72
0 14 911
1 35 71
9 20 161
10 24 654
18 33 108
3 5 445
20 26 106
0 10 241
14 29 175
1 30 956
22 26 151
4 30 298
27 30 429
15 36 538
14 15 152
19 24 855
19 27 657
5 31 859
9 35 901
22 35 489
6 36 687
18 24 126
14 33 902
7 18 300
28 34 168
8 26 72
4 5 228
6 29 374
18 27 51
5 25 590
22 34 872
26 36 616
13 18 73
18 20 401
3 33 690
4 23 333
5 6 822
17 35 519
25 25 879
28 30 503
4 28 73
6 19 68
15 26 294
7 22 660
0 5 56
10 26 898
3 36 397
2 12 511
0 1 691
1 21 146
21 21 799
11 30 755
8 14 640
0 22 48
5 36 442
3 29 269
4 22 124
11 26 518
11 15 481
5 9 465
19 23 130
16 26 167
24 30 226
3 32 698
31 34 587
8 21 647
12 18 26
2 30 62
5 19 25
13 13 887
9 18 10
16 20 684
22 28 843
29 36 254
10 19 730
15 19 211
6 23 431
9 21 440
6 31 406
9 17 276
5 15 684
1 16 434
31 36 27
18 26 726
10 13 955
10 14 869
20 22 119
2 16 449
8 34 105
12 19 635
0 11 123
7 14 748
4 29 927
46 522
24 44 119
10 12 807
31 38 955
10 15 496
20 30 768
20 23 412
7 36 11
1 13 403
21 30 398
19 41 882
11 14 141
14 26 600
1 24 289
45 45 677
28 30 532
25 39 604
4 8 465
19 39 72
0 8 317
39 41 226
2 14 815
7 16 910
13 21 498
3 44 124
29 40 313
13 34 879
9 27 488
9 22 671
37 41 810
20 42 435
28 35 961
7 13 694
28 43 800
13 26 547
15 32 36
3 30 551
7 14 760
2 22 379
4 35 475
28 39 855
15 22 210
16 25 944
36 40 211
4 42 825
17 34 665
41 42 417
21 35 648
20 20 402
16 36 227
26 39 266
8 40 720
36 44 168
12 42 627
21 21 88
16 34 751
5 11 593
14 36 379
31 43 9
1 27 854
18 20 666
5 37 795
24 35 494
7 27 544
3 6 593
35 43 195
9 34 88
5 43 26
22 25 744
20 21 800
3 31 105
21 27 477
19 23 862
9 15 937
13 43 148
15 44 406
22 28 11
22 35 247
11 23 345
3 13 751
6 34 264
22 27 147
16 38 210
0 11 958
22 41 527
13 20 136
15 30 659
5 41 32
5 21 522
6 20 93
7 37 109
14 45 834
21 39 49
8 45 975
21 29 574
34 35 34
18 25 21
23 38 540
17 29 55
23 35 534
26 42 607
10 30 565
15 43 336
4 33 489
5 31 916
2 9 527
6 44 431
14 40 495
40 43 144
7 39 928
29 37 545
16 45 905
34 39 845
9 41 146
8 18 294
1 15 833
19 35 52
1 14 868
19 32 696
37 39 244
4 22 641
31 39 987
5 8 834
12 26 605
7 45 949
12 38 45
5 25 846
10 14 409
32 40 745
11 17 941
25 30 936
9 29 641
25 43 873
0 14 726
3 40 920
26 43 179
24 42 443
40 45 334
26 33 997
0 12 956
10 40 823
0 44 789
18 35 300
5 19 357
11 20 454
38 39 786
42 44 774
12 13 728
19 21 639
23 29 215
36 39 774
5 44 470
16 21 910
21 25 195
31 31 741
16 26 555
15 29 853
5 23 582
23 24 244
5 6 900
1 7 940
3 15 790
4 43 816
27 41 359
27 31 674
12 20 363
0 38 318
0 28 366
31 41 987
1 1 836
34 37 413
22 43 642
41 44 85
0 17 121
17 27 513
33 33 80
24 25 409
30 38 517
26 40 91
16 24 29
28 38 800
32 39 563
25 25 575
14 16 47
12 15 840
0 6 640
23 40 976
5 7 221
28 29 855
24 36 443
1 5 64
12 43 523
4 13 743
15 38 696
29 43 618
26 30 949
20 24 468
9 12 237
19 20 142
7 17 955
17 24 868
7 8 937
12 36 578
2 40 606
14 30 849
3 14 855
11 34 922
19 40 736
4 14 120
23 42 201
1 17 508
9 17 505
4 41 363
6 32 720
24 43 375
36 45 837
12 21 323
2 32 437
5 28 929
30 33 36
29 30 794
41 43 392
8 27 619
25 42 731
0 3 263
34 41 475
0 16 79
4 40 448
10 38 720
26 28 296
5 15 897
28 40 689
16 27 256
6 11 471
24 39 223
5 22 664
3 7 747
7 42 731
12 28 887
12 27 456
12 44 391
28 32 270
5 38 613
2 39 613
25 35 587
11 12 131
4 25 744
8 34 54
4 12 647
3 45 887
24 27 381
14 18 238
35 36 310
31 37 196
6 13 781
8 35 696
3 25 933
5 20 344
13 36 385
3 35 229
13 30 568
12 29 806
5 30 881
8 15 15
7 19 734
12 41 749
7 43 803
11 19 944
4 23 305
21 45 659
24 37 142
25 44 608
11 35 22
25 41 323
25 32 610
8 10 729
8 36 614
0 25 545
33 41 96
1 36 373
14 38 459
10 36 646
13 28 810
0 1 725
3 16 432
24 45 903
30 37 441
36 43 703
19 26 164
8 41 220
0 7 280
23 31 7
15 27 185
0 33 738
7 9 461
32 43 460
26 29 935
21 37 884
11 11 750
16 37 563
4 7 696
17 23 458
14 37 679
33 43 950
6 10 537
7 7 319
12 39 821
6 15 412
14 20 227
32 44 637
8 22 964
43 44 310
27 37 257
8 37 346
8 12 153
35 41 539
6 25 725
17 20 336
5 33 860
21 44 596
20 37 158
17 32 564
27 28 943
25 28 336
33 35 477
32 38 560
3 10 772
27 29 41
9 35 62
28 44 386
17 25 646
15 23 414
5 17 624
23 23 124
20 38 33
31 42 231
13 29 986
11 31 521
7 25 122
19 36 449
22 42 531
3 42 389
2 10 229
24 30 683
11 43 815
11 30 856
19 33 696
26 45 182
4 18 369
33 40 505
12 31 729
13 13 295
16 43 530
20 36 993
3 36 374
6 23 600
9 24 154
29 34 559
1 10 768
18 26 24
4 15 364
16 44 747
7 20 851
33 36 81
13 38 937
20 40 323
2 16 321
8 23 730
11 26 136
5 9 204
10 37 220
21 42 766
35 45 142
24 38 106
26 37 620
6 14 195
13 39 711
14 14 746
14 33 573
17 44 483
23 25 763
8 44 878
10 35 127
4 38 636
14 39 33
15 31 475
15 41 345
18 36 976
24 28 267
25 26 99
1 43 562
9 30 573
3 32 586
18 22 185
8 31 143
9 16 370
10 32 177
5 14 692
23 33 206
12 35 268
13 42 870
17 22 842
32 35 334
0 13 52
0 42 250
36 42 190
8 28 443
10 25 436
3 9 79
9 31 889
17 39 991
21 22 831
9 40 857
34 43 173
10 20 201
11 32 651
10 41 535
23 30 285
1 35 13
4 27 820
23 32 486
20 31 425
22 38 123
10 43 11
6 36 184
35 39 775
24 29 860
15 37 45
12 25 478
27 34 777
7 35 9
15 18 453
6 24 271
23 26 115
6 31 424
14 28 897
27 44 647
22 31 892
6 29 885
21 33 323
22 22 504
32 33 945
9 19 405
12 18 79
40 42 558
26 38 616
0 43 635
7 28 165
26 36 156
11 37 892
22 24 564
2 36 192
12 30 164
0 35 332
29 41 689
11 25 819
2 20 454
1 29 556
8 43 456
10 34 443
27 35 841
7 33 635
6 7 126
24 34 436
2 37 77
33 34 213
10 39 170
6 42 554
17 18 191
21 32 85
6 41 890
0 2 72
16 35 370
16 28 552
39 40 612
15 25 190
1 23 53
37 43 631
3 41 622
23 28 163
30 30 744
9 26 42
27 45 131
15 26 598
3 43 832
4 44 552
18 39 288
8 21 416
6 21 601
4 19 483
27 38 961
20 25 17
4 32 848
26 35 247
2 11 65
29 33 871
2 34 784
11 24 425
9 14 210
43 43 938
18 27 407
7 41 114
2 31 112
19 34 351
29 32 847
1 4 277
8 13 857
7 34 524
18 34 643
10 27 524
38 38 531
19 44 219
17 33 657
9 11 931
28 37 16
2 23 259
11 29 709
13 45 467
8 29 252
14 19 237
1 2 354
2 24 258
33 37 509
34 561
2 31 876
6 8 73
12 16 612
2 27 263
12 21 889
3 19 101
0 11 507
6 14 314
1 5 602
19 25 757
19 32 706
0 13 158
19 33 468
1 10 581
14 33 863
8 8 591
0 14 898
17 33 668
14 27 692
32 33 557
2 26 67
8 22 397
20 25 425
16 21 603
2 25 665
1 23 621
28 29 761
13 31 928
5 11 6
11 23 276
1 26 98
0 17 309
21 26 881
18 30 855
30 30 259
13 19 855
10 26 772
23 25 250
22 29 960
25 27 926
21 25 268
4 25 347
20 32 29
1 8 607
26 31 485
0 31 253
2 9 452
23 33 280
9 10 889
9 27 255
33 33 249
4 23 176
19 27 359
24 33 920
4 12 333
4 17 998
0 9 744
23 30 627
17 20 321
5 29 157
15 32 819
18 26 739
6 25 321
6 30 601
18 23 856
0 10 60
27 33 315
17 30 476
5 9 716
24 28 47
2 4 240
7 16 648
12 20 740
20 29 106
3 25 211
14 16 865
2 19 22
29 30 3
7 14 326
1 25 256
10 29 162
5 20 637
26 33 254
5 31 853
11 28 210
0 7 368
4 29 295
1 31 784
1 12 993
11 12 93
5 12 503
17 25 936
6 22 617
10 11 219
23 28 894
13 28 826
26 29 492
25 33 235
22 25 277
5 27 417
9 13 338
10 16 288
13 13 151
14 31 17
1 13 312
2 2 698
31 32 771
6 23 43
5 32 923
12 18 680
4 27 86
6 19 575
9 30 671
19 31 26
29 29 248
14 19 433
5 10 226
11 14 921
12 15 143
25 26 871
7 24 751
4 5 324
1 22 905
12 14 259
2 11 626
24 32 699
5 13 146
14 32 992
11 20 433
4 7 115
10 20 810
26 32 322
4 13 971
13 25 764
8 16 531
11 32 270
13 32 906
12 27 153
14 18 959
6 10 340
28 31 404
7 10 351
15 25 662
9 31 69
29 31 62
27 28 479
29 33 82
16 25 259
11 19 393
5 14 516
2 14 359
16 20 908
1 7 82
22 32 777
2 6 175
6 33 681
6 12 506
17 21 832
8 33 77
22 31 318
2 33 435
10 17 361
3 32 299
9 26 271
7 9 992
8 26 318
15 30 274
3 29 318
0 8 638
17 23 100
3 12 211
7 11 94
1 17 810
25 31 939
9 15 529
9 18 376
8 23 755
32 32 182
20 20 707
7 12 96
0 12 589
12 31 752
2 17 638
9 20 921
7 26 164
17 19 143
5 25 799
10 31 145
8 17 865
2 8 198
21 28 691
5 15 411
3 13 661
2 30 850
3 28 395
15 33 768
3 4 358
18 22 900
6 26 941
17 26 326
16 22 840
24 30 181
13 16 55
14 17 303
11 11 112
19 23 367
15 18 425
11 30 600
15 27 720
30 31 155
0 15 746
16 31 152
7 28 793
3 21 801
3 24 872
3 14 188
18 18 945
23 23 405
3 9 45
3 22 974
10 33 559
23 29 310
1 29 469
10 24 123
15 31 62
5 28 6
0 23 550
15 16 261
4 33 561
24 31 427
4 14 891
16 30 198
27 29 686
11 27 538
1 14 661
4 26 238
8 30 556
2 23 257
9 28 512
5 5 916
16 23 7
0 25 731
14 26 783
4 20 603
13 33 755
13 20 478
12 33 347
1 27 184
21 33 629
11 25 114
1 2 936
12 19 212
11 22 954
16 28 219
20 26 199
25 30 389
13 21 111
6 18 466
2 24 813
10 30 587
22 27 152
9 19 564
10 22 91
21 31 883
15 22 819
5 23 8
9 29 403
21 32 949
1 24 40
0 21 172
0 5 5
1 4 795
13 14 382
13 22 360
7 7 31
17 32 112
19 30 362
18 24 33
0 28 773
17 22 170
20 21 966
8 20 50
3 27 101
14 22 75
3 16 517
9 33 377
16 17 509
23 26 987
9 14 783
26 28 787
15 21 644
0 30 348
19 19 925
8 11 808
15 28 998
27 27 993
5 19 858
20 24 683
4 8 391
14 30 449
20 30 707
10 19 131
12 28 349
17 27 809
6 21 815
28 33 296
4 6 197
24 24 814
12 30 726
16 29 523
5 8 950
13 17 390
22 26 908
16 18 117
15 19 532
14 28 261
8 27 742
17 18 157
4 19 860
16 33 573
12 13 263
15 29 484
2 3 567
22 23 933
28 28 270
4 22 719
1 18 673
14 24 378
12 23 883
25 29 581
9 24 410
11 18 356
12 32 584
3 6 593
22 28 180
8 18 173
10 32 737
13 27 605
19 29 306
3 15 946
9 17 695
0 24 146
16 32 475
15 15 650
2 18 368
13 15 123
0 29 775
12 22 280
14 15 693
2 29 505
7 20 741
1 9 17
0 18 685
3 7 483
20 22 862
21 29 269
7 13 444
9 11 627
29 32 640
0 0 627
8 19 859
8 21 487
7 27 930
21 23 343
5 6 695
10 21 845
11 24 875
19 28 264
7 25 187
3 5 605
6 13 526
11 26 308
0 26 990
11 29 240
3 30 563
0 33 339
25 25 967
10 23 53
6 20 296
4 18 870
21 22 945
12 26 776
3 3 927
13 26 435
26 30 137
18 21 513
15 23 912
24 25 983
28 30 106
0 6 882
18 29 792
18 25 440
22 33 397
13 24 5
27 32 591
18 33 385
5 24 940
2 10 59
0 3 551
5 26 331
9 25 531
5 16 701
26 27 14
16 24 47
6 7 609
4 11 139
5 18 499
2 32 509
2 22 423
11 21 291
25 32 91
2 13 252
10 27 188
27 30 247
13 29 154
8 32 777
7 22 771
9 21 830
7 29 863
7 17 608
4 28 507
10 10 222
2 15 676
1 21 957
6 32 299
7 30 815
25 28 274
5 7 418
19 26 728
24 26 551
15 17 593
6 28 917
7 15 803
6 29 851
21 30 678
9 9 488
4 15 556
8 29 246
7 21 495
12 24 385
1 33 800
4 16 181
8 28 616
1 15 238
14 25 613
4 30 928
3 17 466
19 20 272
9 32 294
14 21 637
5 33 932
23 27 212
2 28 536
11 17 421
6 17 10
3 23 174
8 24 355
1 20 586
10 15 655
3 18 17
10 14 315
24 29 528
11 15 140
19 21 400
12 25 921
18 20 460
17 24 511
27 31 690
9 16 127
31 33 780
6 31 619
8 10 297
1 3 363
4 31 647
16 27 409
16 16 341
0 27 959
24 27 208
21 21 667
6 11 587
7 8 995
18 28 790
7 32 69
10 28 607
22 24 292
9 23 683
23 32 396
3 8 235
4 9 564
17 29 127
5 21 896
8 14 752
7 18 687
10 13 8
2 16 917
10 12 291
3 33 344
10 18 120
11 33 262
0 2 958
0 22 816
8 15 815
30 32 322
20 33 321
16 19 281
3 31 914
18 32 266
1 28 87
17 31 623
10 25 8
20 27 392
11 31 802
7 19 81
14 14 146
12 17 350
7 23 598
4 24 95
17 28 80
13 18 164
12 29 5
6 15 199
1 11 325
11 13 934
13 23 119
5 30 856
12 12 799
22 30 775
7 31 981
2 20 224
6 16 252
4 21 933
15 26 794
9 12 965
28 32 146
21 27 273
19 22 924
0 1 772
2 12 286
4 32 658
21 24 965
18 27 881
3 11 112
19 24 714
7 33 213
2 21 922
1 19 214
14 20 665
9 22 584
0 20 880
8 12 108
23 31 584
20 28 975
0 32 279
6 27 764
23 24 368
14 29 154
5 22 491
20 23 255
18 19 709
2 5 493
0 16 635
25 300
0 9 458
10 10 269
13 15 724
0 21 5
3 17 607
5 6 445
4 4 913
10 17 770
6 11 931
4 9 192
22 24 493
3 15 788
1 14 209
3 10 706
8 12 377
7 19 399
18 20 111
21 24 532
17 21 447
5 5 433
2 5 197
6 22 495
12 19 438
16 21 993
1 11 936
0 8 726
0 20 833
13 22 661
18 23 710
1 7 310
12 17 941
0 5 920
1 17 430
1 21 885
13 18 338
17 18 280
3 21 898
10 18 347
17 24 390
9 23 55
1 2 226
13 17 457
10 19 997
22 22 154
15 18 834
4 24 144
6 10 874
7 12 177
11 24 217
14 16 530
15 21 81
21 23 793
5 9 935
7 15 313
19 19 182
6 21 1
0 13 850
3 8 521
6 6 925
2 9 257
12 13 489
19 24 236
7 10 519
5 13 17
8 19 176
12 18 641
16 20 59
4 8 586
6 12 276
6 8 20
3 22 968
14 21 215
2 14 180
5 20 719
7 11 761
8 16 566
3 6 431
13 23 610
1 3 564
7 23 35
8 8 876
4 18 346
2 21 812
13 24 982
10 12 532
17 22 895
15 16 725
6 15 372
5 23 548
18 24 712
11 19 769
3 16 556
9 11 429
3 9 147
9 12 847
2 19 434
8 23 560
7 16 359
8 22 414
4 22 162
8 13 693
9 24 148
11 23 518
2 17 672
2 8 960
14 18 725
2 16 363
1 13 926
1 12 149
5 24 486
11 21 957
4 12 421
17 23 50
9 14 591
3 19 471
1 15 759
5 19 809
23 24 931
15 19 776
10 16 94
0 17 689
0 22 815
9 15 450
2 12 194
0 1 164
11 13 297
13 14 950
5 8 988
20 22 849
10 13 813
2 7 682
8 18 834
10 21 181
0 6 871
4 16 422
3 12 396
11 14 134
8 24 514
20 23 950
9 10 885
7 9 738
6 19 937
12 12 250
4 17 38
4 21 206
16 17 417
2 15 478
5 10 433
4 6 717
4 19 318
13 16 619
15 24 601
3 18 275
0 14 687
2 22 524
8 14 41
8 21 104
1 19 653
6 23 605
18 21 451
17 20 244
16 24 753
4 11 172
1 4 83
2 11 191
9 13 730
16 23 465
12 20 266
9 18 147
15 23 314
0 7 227
7 24 636
12 22 36
5 17 34
17 17 681
2 4 506
3 3 406
6 14 349
4 13 146
5 11 169
0 10 183
8 15 849
18 18 580
12 24 385
0 19 418
2 6 100
1 16 756
0 23 677
15 15 726
19 23 487
5 22 898
11 17 35
21 22 601
3 20 584
5 12 518
3 4 785
14 15 1
0 3 698
9 19 99
2 18 10
2 24 483
12 15 863
14 24 548
17 19 733
3 13 953
9 9 31
3 23 562
4 20 856
9 21 152
1 10 611
2 13 894
15 17 72
1 24 733
14 23 530
0 4 202
3 5 51
5 7 352
5 14 626
12 14 804
0 18 171
9 16 281
16 18 957
10 20 618
14 17 708
12 23 955
8 9 141
9 17 418
6 7 446
6 9 332
1 23 332
2 10 866
1 22 921
18 19 647
5 18 115
2 3 608
11 22 909
1 5 839
19 20 83
4 5 380
7 18 281
15 22 460
6 13 886
0 11 985
4 23 378
15 20 658
12 21 553
14 14 443
0 2 92
14 19 370
1 18 242
9 20 196
0 0 866
7 17 366
8 20 193
0 24 89
4 10 135
11 18 246
3 7 129
1 6 55
10 23 249
7 13 568
10 14 939
9 22 625
16 22 451
20 21 941
13 21 324
7 22 546
13 13 873
10 15 840
5 16 360
7 20 242
8 11 532
20 24 866
11 20 772
7 8 519
1 20 984
2 2 173
4 7 447
3 11 304
3 14 143
13 20 645
12 16 83
10 22 358
8 17 452
19 21 76
11 12 829
6 18 658
6 24 859
0 15 372
0 16 795
18 22 1
14 20 327
11 16 403
22 23 674
2 23 374
7 21 654
0 12 986
1 9 559
7 14 747
8 10 892
36 493
2 6 759
11 28 813
6 16 584
26 30 646
11 25 13
17 25 517
20 31 144
1 4 821
13 24 576
5 34 290
1 3 613
12 33 754
13 20 536
7 9 279
20 28 429
12 30 47
17 20 365
24 33 368
18 18 914
1 26 873
20 33 91
16 19 766
2 28 782
6 24 684
7 24 825
9 34 241
1 16 603
22 35 204
8 27 567
5 8 628
12 26 467
25 28 533
1 35 237
10 15 131
10 29 264
21 25 428
31 34 448
0 34 291
12 35 132
14 30 585
23 26 651
4 6 393
22 31 524
3 15 742
24 27 429
27 34 84
16 23 747
2 18 78
5 18 219
6 29 485
13 27 915
18 34 539
13 35 458
11 22 942
14 20 155
32 32 544
1 17 55
2 11 410
5 17 236
0 19 667
1 32 872
21 26 912
19 28 69
4 30 953
8 20 549
3 28 120
0 14 53
8 12 528
14 27 839
9 26 802
28 28 346
11 20 150
3 23 986
7 23 978
6 20 63
2 7 237
7 25 98
5 11 904
31 33 489
11 15 805
7 34 996
17 24 555
13 22 934
0 30 614
1 7 902
9 16 117
1 25 113
21 29 647
